LTER_site,local_site,year,date,block,plot,code,snow,N,temp,JGS_code,USDA_code,USDA_name,growth_habit,hits
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,23,XNW,X,N,W,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,23,XNW,X,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,10
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,bare,2BARE,Bare Ground,NA,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,BISVIV,POVI3,Polygonum viviparum,forb,7
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,CALLEP,CALE4,Caltha leptosepala,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,26
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,GENALG,GEAL2,Gentiana algida,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,19
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,litter,2LTR,Litter,NA,15
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,LLOSER,LLSE,Lloydia serotina,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,MERLAN,MELA3,Mertensia lanceolata,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,24,XXX,X,X,X,TRISPI,TRSP2,Trisetum spicatum,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,58
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,GENALG,GEAL2,Gentiana algida,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,17
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,litter,2LTR,Litter,NA,12
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,MERLAN,MELA3,Mertensia lanceolata,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,STELON,STLOL7,Stellaria longipes ssp. longipes,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,25,PNX,P,N,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,16
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,7
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,CHIJAM,CHJA,Chionophila jamesii,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,32
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,GENALG,GEAL2,Gentiana algida,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,14
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,litter,2LTR,Litter,NA,19
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,moss,2MOSS,Moss,nonvascular,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,POTDIV,PODI2,Potentilla diversifolia,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,26,PXX,P,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,BISVIV,POVI3,Polygonum viviparum,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,CALLEP,CALE4,Caltha leptosepala,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,75
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,GENALG,GEAL2,Gentiana algida,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,litter,2LTR,Litter,NA,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,27,PNW,P,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,10
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,bare,2BARE,Bare Ground,NA,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,BISVIV,POVI3,Polygonum viviparum,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,CALLEP,CALE4,Caltha leptosepala,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,CASOCC,CAOC4,Castilleja occidentalis,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,CHIJAM,CHJA,Chionophila jamesii,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,33
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,FESBRA,FEBR,Festuca brachyphylla,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,GENALG,GEAL2,Gentiana algida,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,9
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,litter,2LTR,Litter,NA,9
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,LLOSER,LLSE,Lloydia serotina,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,LUZSPI,LUSP4,Luzula spicata,graminoid,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,moss,2MOSS,Moss,nonvascular,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,RHOINT,RHIN11,Rhodiola integrifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,28,PXW,P,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,ARTSCO,ARSC,Artemisia scopulorum,forb,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,bare,2BARE,Bare Ground,NA,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,BISBIS,POBI6,Polygonum bistortoides,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,BISVIV,POVI3,Polygonum viviparum,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,CALLEP,CALE4,Caltha leptosepala,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,CASOCC,CAOC4,Castilleja occidentalis,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,35
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,GENALG,GEAL2,Gentiana algida,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,12
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,litter,2LTR,Litter,NA,21
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,moss,2MOSS,Moss,nonvascular,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,POTDIV,PODI2,Potentilla diversifolia,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,29,PXW,P,X,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,7
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,4
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,7
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,67
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,4
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,litter,2LTR,Litter,NA,13
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,moss,2MOSS,Moss,nonvascular,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,POTDIV,PODI2,Potentilla diversifolia,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,30,PNW,P,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,9
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,CALLEP,CALE4,Caltha leptosepala,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,CASOCC,CAOC4,Castilleja occidentalis,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,55
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,GENALG,GEAL2,Gentiana algida,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,16
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,litter,2LTR,Litter,NA,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,31,PXX,P,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,bare,2BARE,Bare Ground,NA,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,7
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,CALLEP,CALE4,Caltha leptosepala,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,17
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,65
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,ERISIM,ERSI3,Erigeron simplex,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,GENALG,GEAL2,Gentiana algida,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,litter,2LTR,Litter,NA,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,moss,2MOSS,Moss,nonvascular,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,2,32,PNX,P,N,X,SALPET,SAPE18,Salix petrophila,shrub,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,ARTSCO,ARSC,Artemisia scopulorum,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,bare,2BARE,Bare Ground,NA,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,BISBIS,POBI6,Polygonum bistortoides,forb,5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,CALLEP,CALE4,Caltha leptosepala,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,41
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,GENALG,GEAL2,Gentiana algida,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,23
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,litter,2LTR,Litter,NA,20
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,33,XXX,X,X,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,ARTSCO,ARSC,Artemisia scopulorum,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,4
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,CALLEP,CALE4,Caltha leptosepala,forb,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,58
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,GENALG,GEAL2,Gentiana algida,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,GENAMA,GEAM3,Gentianella amarella,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,litter,2LTR,Litter,NA,21
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,34,XNW,X,N,W,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,ARTSCO,ARSC,Artemisia scopulorum,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,BISBIS,POBI6,Polygonum bistortoides,forb,2
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,BISVIV,POVI3,Polygonum viviparum,forb,1
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,CALLEP,CALE4,Caltha leptosepala,forb,4
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,15
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,DESCAE,DECE,Deschampsia cespitosa,graminoid,39
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,GENALG,GEAL2,Gentiana algida,forb,4
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,GENAMA,GEAM3,Gentianella amarella,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,GEUROS,GEROT,Geum rossii var. turbinatum,forb,10
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,litter,2LTR,Litter,NA,18
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,LUZSPI,LUSP4,Luzula spicata,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,POAALP,POAL2,Poa alpina,graminoid,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,SALGLA,SAGLV,Salix glauca ssp. glauca var. villosa,shrub,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,35,XNX,X,N,X,TRIPAR,TRPAP,Trifolium parryi ssp. parryi,forb,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,BISBIS,POBI6,Polygonum bistortoides,forb,6
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,CALLEP,CALE4,Caltha leptosepala,forb,9
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,CARSCO,CASCS2,Carex scopulorum var. scopulorum,graminoid,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,CASOCC,CAOC4,Castilleja occidentalis,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,CHIJAM,CHJA,Chionophila jamesii,forb,0.5
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,DESCAE,DECE,Deschampsia cespitosa,graminoid,40
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,GENALG,GEAL2,Gentiana algida,forb,3
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,GEUROS,GEROT,Geum rossii var. turbinatum,forb,8
,,,,,,,,,,,,,,
NWT,itex,2012,7/11/2012,3,36,XNW,X,N,W,LEWPYG,LEPY2,Lewisia pygmaea,forb,0.5
